HEADER,conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT,conceptType,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05010f6c-0b40-4525-ac4a-057d46a2b6f4,design electrical systems,released,skill/competence,cross-sector,designing electrical systems | design electrical systems | electrical system drawing | electrical systems designing | draw electrical systems | electrical systems drawing | electrical system designing | drawing electrical systems,"Draft sketches and design electrical systems, products, and components using Computer Aided Design (CAD) software and equipment. Draw panel arrangement layouts, electrical schematics, electrical wiring diagrams, and other assembly details.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,designing electrical or electronic systems or equipment,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/054f26ab-cfdc-4077-883c-1c4c9e9b310a,define firewall rules,released,skill/competence,sector-specific,define firewall rules,Specify rules to govern a set of components aiming to limit access between groups of networks or a particular network and the internet.,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,protecting ict devices,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/055ff233-6569-43db-9f95-a4b03dca97da,operate warehouse record systems,released,skill/competence,sector-specific,"maintain records of product, packaging, and order information using warehouse system | log information with warehouse record system | use record systems in warehouses | operate record systems in warehouses | use warehouse record systems | utilise warehouse record systems | record product information using warehouse systems | utilise record systems in warehouses | operate warehouse record systems | record information using warehouse systems","Operate systems for recording product, packaging, and order information in specific formats and types of record.",http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5 | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,perform warehousing operations | maintaining operational records,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,released,knowledge,sector-specific,CryEngine 2 | CryEngine 3 | CryEngine | CryEngine 1,"The game engine CryEngine which is a software framework that consists of integrated development environments and specialised design tools, designed for the rapid iteration of user-derived computer games.",http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,digital game creation systems | audio-visual techniques and media production,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/061f1c12-9811-46f7-ab3e-1d28367d6c73,use CAD for soles,released,skill/competence,sector-specific,use computer-aided design for soles and heels | use CAD for sole and heels designing | use computer-aided design for soles | employ CAD for sole and heels designing | use CAD for sole designing | employ CAD for soles and heels | employ computer-aided design for soles | use CAD for soles | employ CAD for sole designing | employ computer-aided design for soles and heels | use CAD for soles and heels,"Digitise and scan the lasts. Work with files in various CAD systems. Produce 3D models of soles and create 2D computer aided designs. Grade and obtain the size series. Prepare technical specifications for manufacturing. Produce 2D and 3D computer aided engineering designs and technical drawings of moulds for vulcanised and injected soles. Export the files of the virtual models to 3D printers, CAM or CNC systems.",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b | http://data.europa.eu/esco/skill/b34e2ba1-9080-48c9-9b42-ee9192a4d3f1,using computer aided design and drawing tools | use CAD software,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0620ecd1-e4b1-4dfa-972b-38a93e5ebd9d,create 3D environments,released,skill/competence,sector-specific,create 3D environments,"Develop a computer-generated 3D representation of a setting such as simulated environment, where the users interact.",http://data.europa.eu/esco/skill/f5b33464-4df9-4cf3-b468-b0a2d6b3ee85 | http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"operate 3D computer graphics software | designing industrial materials, systems or products",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062320e5-79d1-45e8-8b7e-5deeb53279a2,perform online data analysis,released,skill/competence,cross-sector,performing an online data analysis | performing online data analysis | undertake online data analysis | perform an online data analysis | perform online data analysis | complete online data analysis | implement online data analysis,"Analyse online experiences and online data for purposes of understanding user behaviour, triggers of online attention, and other factors that could optimise webpage development and exposure.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/2b92a5b2-6758-4ee3-9fb4-b6387a55cc8f | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"process qualitative information | perform data analysis | managing, gathering and storing digital data",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06358891-8424-43c5-891e-d40f226bef40,manage IT security compliances,released,skill/competence,sector-specific,manage IT security compliances,"Guide application and fulfilment of relevant industry standards, best practices and legal requirements for information security.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,keywords in digital content,released,knowledge,sector-specific,keywords in digital content,The digital tools to conduct keyword research. The information retrieval systems identify the content of a document guided by keywords and metadata.,http://data.europa.eu/esco/isced-f/0611,computer use,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/071a4197-06b3-4226-b9a1-efd15913280a,model medical devices,released,skill/competence,sector-specific,medical devices simulating | simulating medical devices | medical device simulating | modelling medical devices | medical device modelling | medical devices modelling | model medical devices | simulate medical devices,Model and simulate medical devices using technical design software.,http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,using computer aided design and drawing tools,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0737ad0a-75ac-4696-988b-565820577ac0,use experience map,released,skill/competence,sector-specific,use experience map,"Examine all the interactions and touchpoints people have with a product, brand or service. Determine key variables such as duration and frequency of every touchpoint.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"managing, gathering and storing digital data",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0764b28d-04ee-4e80-bf58-b737f02a63e0,captioning software,released,knowledge,occupation-specific,captioning software | caption software | captioning plugin | captioning program,"The various software to create captions and subtitles in a file that is merged with the actual footage, such as Telestream and MovieCaptioners.",http://data.europa.eu/esco/isced-f/0613,software and applications development and analysis,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07889c08-7220-47c8-96f7-6068fbea00dc,normalise data,released,skill/competence,sector-specific,prepare data | normalize data | perform data pre-processing,"Reduce data to their accurate core form (normal forms) in order to achieve such results as minimisation of dependency, elimination of redundancy, increase of consistency.",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/2daec0e6-f0c1-43e8-8178-aedba99130ec,"managing, gathering and storing digital data | establish data processes",,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07dd856d-6141-48a7-a228-918f88494812,create prototype of user experience solutions,released,skill/competence,sector-specific,create prototype of user experience solutions | UX,"Design and prepare mock-ups, prototypes and flows in order to test User Experience (UX) solutions or to collect feedback from users, customers, partners or stakeholders.",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e47d58-dd0e-4302-9e68-70a188e89065,apply system organisational policies,released,skill/competence,cross-sector,apply system organizational  policies,"Implement internal policies related to the development, internal and external usage of technological systems, such as software systems, network systems and telecommunications systems, in order to achieve a set of goals and targets regarding the efficient operations and growth of an organisation.",http://data.europa.eu/esco/skill/72d1fa5d-1b7f-48e7-84e3-6e779841ddf1 | http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf | http://data.europa.eu/esco/skill/0a43729f-2a79-4dae-9faa-95520daae79f,demonstrate loyalty | complying with operational procedures | apply company policies,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328,propose ICT solutions to business problems,released,skill/competence,cross-sector,propose technical solutions to business problems | propose ICT solutions to business problems,"Suggest how to solve business issues, using ICT means, so that business processes are improved.",http://data.europa.eu/esco/skill/03b9b491-fc9b-4868-914a-bf7cd47b5041 | http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800 | http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a,create solutions to problems | designing ict systems or applications | develop strategy to solve problems | solve technical problems,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07e6bc9f-9c98-44ae-a7a3-5266caa393e1,calculate costs of repair operations,released,skill/competence,sector-specific,measure costs of repair operations | calculating costs of repair operations | calculate the costs of repair operations | count costs of repair operations | forecast costs of repair operations | tally costs of repair operations | calculate the cost of repair operations,Calculate material and labour costs of repair operations. Understand appropriate computer programmes.,http://data.europa.eu/esco/skill/19ba11f3-9c99-41fd-a7c9-f77e6a026186 | http://data.europa.eu/esco/skill/cfbde1b6-8e47-4b83-b430-3d5f7f38d69a | http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,carry out calculations | assess operating cost | estimating resource needs,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08236fee-c405-4f30-8858-f10d7d5c94b7,operate media integration systems,released,skill/competence,occupation-specific,,"Operate a media integration system for performing art and event applications during setup, configuration, rehearsals and during live performances.",http://data.europa.eu/esco/skill/8ddcb295-707e-459c-ba6a-66ffb37835c5,operating audio-visual equipment,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,released,knowledge,sector-specific,WizIQ,"The computer program WizIQ is a e-learning platform for creating, administrating, arranging, reporting and delivering e-learning education courses or training programs.",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,learning management systems | database and network design and administration,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0868eef3-2213-4572-9343-74931345a7d3,administer ICT system,released,skill/competence,sector-specific,operate system | administer ICT system | administer network and system | administer system,"Handle components of ICT system by maintaining configuration, managing users, monitoring resource use, performing backups and installing hardware or software to comply with the set requirements.",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20 | http://data.europa.eu/esco/skill/fbbcb9ab-4b95-4e57-a756-30d08b7da7a5,setting up computer systems | maintain ICT system,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,manage research data,released,skill/competence,cross-sector,,Produce and analyse scientific data originating from qualitative and quantitative research methods. Store and maintain the data in research databases. Support the re-use of scientific data and be familiar with open data management principles.,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/094ef6aa-844f-44ce-8456-fdc49276bf58,digital printing,released,knowledge,sector-specific,digital printings | electronic printing | digital printing,"The technique that allows printing a digital-based image directly onto a variety of materials, mostly using inkjet or laser printer.",http://data.europa.eu/esco/isced-f/0211,audio-visual techniques and media production,,
DigitalSkills,KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (penetration testing tool),released,knowledge,sector-specific,Cain and Abel,"The software tool Cain and Abel is a password recovery tool which tests the Microsoft Operating System for security weaknesses and potentially unauthorised access to system information. The tool decodes, decrypts and uncovers passwords by means such as brute-force and cryptanalysis attacks, network sniffing and protocols analysis.",http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436 | http://data.europa.eu/esco/isced-f/0613,penetration testing tool | software and applications development and analysis,,
